"COORD_REF_SYS_CODE","COORD_REF_SYS_NAME","UOM_CODE","SOURCE_GEOGCRS_CODE","COORD_OP_CODE","COORD_OP_METHOD_CODE","SHOW_CRS","DEPRECATED","COORD_SYS_CODE","PARAMETER_CODE_1","PARAMETER_VALUE_1","PARAMETER_UOM_1","PARAMETER_CODE_2","PARAMETER_VALUE_2","PARAMETER_UOM_2","PARAMETER_CODE_3","PARAMETER_VALUE_3","PARAMETER_UOM_3","PARAMETER_CODE_4","PARAMETER_VALUE_4","PARAMETER_UOM_4","PARAMETER_CODE_5","PARAMETER_VALUE_5","PARAMETER_UOM_5","PARAMETER_CODE_6","PARAMETER_VALUE_6","PARAMETER_UOM_6","PARAMETER_CODE_7","PARAMETER_VALUE_7","PARAMETER_UOM_7"
26971,NAD_1983_StatePlane_Illinois_East_FIPS_1201,9001,4269,11231,9807,1,0,4499,8801,36.66666666666666,9110,8802,-88.33333333333333,9110,8805,0.999975,9201,8806,300000,9001,8807,0,9001,,,,,,
26972,NAD_1983_StatePlane_Illinois_West_FIPS_1202,9001,4269,11232,9807,1,0,4499,8801,36.66666666666666,9110,8802,-90.16666666666667,9110,8805,0.9999411764705882,9201,8806,700000,9001,8807,0,9001,,,,,,
26973,NAD_1983_StatePlane_Indiana_East_FIPS_1301,9001,4269,11331,9807,1,0,4499,8801,37.83333333333334,9110,8802,-85.66666666666667,9110,8805,0.9999666666666667,9201,8806,100000,9001,8807,250000,9001,,,,,,
26974,NAD_1983_StatePlane_Indiana_West_FIPS_1302,9001,4269,11332,9807,1,0,4499,8801,37.83333333333334,9110,8802,-87.08333333333333,9110,8805,0.9999666666666667,9201,8806,900000,9001,8807,250000,9001,,,,,,
26975,NAD_1983_StatePlane_Iowa_North_FIPS_1401,9001,4269,11431,9802,1,0,4499,8821,41.5,9110,8822,-93.5,9110,8823,43.26666666666667,9110,8824,42.06666666666667,9110,8826,1500000,9001,8827,1000000,9001,,,
26976,NAD_1983_StatePlane_Iowa_South_FIPS_1402,9001,4269,11432,9802,1,0,4499,8821,40,9110,8822,-93.5,9110,8823,41.78333333333333,9110,8824,40.61666666666667,9110,8826,500000,9001,8827,0,9001,,,
26977,NAD_1983_StatePlane_Kansas_North_FIPS_1501,9001,4269,11531,9802,1,0,4499,8821,38.33333333333334,9110,8822,-98,9110,8823,39.78333333333333,9110,8824,38.71666666666667,9110,8826,400000,9001,8827,0,9001,,,
26978,NAD_1983_StatePlane_Kansas_South_FIPS_1502,9001,4269,11532,9802,1,0,4499,8821,36.66666666666666,9110,8822,-98.5,9110,8823,38.56666666666667,9110,8824,37.26666666666667,9110,8826,400000,9001,8827,400000,9001,,,
26979,NAD_1983_StatePlane_Kentucky_North_FIPS_1601,9001,4269,11631,9802,1,1,4499,8821,37.5,9110,8822,-84.25,9110,8823,37.96666666666667,9110,8824,37.96666666666667,9110,8826,500000,9001,8827,0,9001,,,
26980,NAD_1983_StatePlane_Kentucky_South_FIPS_1602,9001,4269,11632,9802,1,0,4499,8821,36.33333333333334,9110,8822,-85.75,9110,8823,37.93333333333333,9110,8824,36.73333333333333,9110,8826,500000,9001,8827,500000,9001,,,
26981,NAD_1983_StatePlane_Louisiana_North_FIPS_1701,9001,4269,11731,9802,1,0,4499,8821,30.5,9110,8822,-92.5,9110,8823,32.66666666666666,9110,8824,31.16666666666667,9110,8826,1000000,9001,8827,0,9001,,,
26982,NAD_1983_StatePlane_Louisiana_South_FIPS_1702,9001,4269,11732,9802,1,0,4499,8821,28.5,9110,8822,-91.33333333333333,9110,8823,30.7,9110,8824,29.3,9110,8826,1000000,9001,8827,0,9001,,,
26983,NAD_1983_StatePlane_Maine_East_FIPS_1801,9001,4269,11831,9807,1,0,4499,8801,43.66666666666666,9110,8802,-68.5,9110,8805,0.9999,9201,8806,300000,9001,8807,0,9001,,,,,,
26984,NAD_1983_StatePlane_Maine_West_FIPS_1802,9001,4269,11832,9807,1,0,4499,8801,42.5,9110,8802,-70.16666666666667,9110,8805,0.9999666666666667,9201,8806,900000,9001,8807,0,9001,,,,,,
26985,NAD_1983_StatePlane_Maryland_FIPS_1900,9001,4269,11930,9802,1,0,4499,8821,37.66666666666666,9110,8822,-77,9110,8823,39.45,9110,8824,38.3,9110,8826,400000,9001,8827,0,9001,,,
26986,NAD_1983_StatePlane_Massachusetts_Mainland_FIPS_2001,9001,4269,12031,9802,1,0,4499,8821,41,9110,8822,-71.5,9110,8823,42.68333333333333,9110,8824,41.71666666666667,9110,8826,200000,9001,8827,750000,9001,,,
26987,NAD_1983_StatePlane_Massachusetts_Island_FIPS_2002,9001,4269,12032,9802,1,0,4499,8821,41,9110,8822,-70.3,9110,8823,41.4833333333333,9110,8824,41.28333333333333,9110,8826,500000,9001,8827,0,9001,,,
26988,NAD_1983_StatePlane_Michigan_North_FIPS_2111,9001,4269,12141,9802,1,0,4499,8821,44.78333333333333,9110,8822,-87,9110,8823,47.05,9110,8824,45.48333333333333,9110,8826,8000000,9001,8827,0,9001,,,
26989,NAD_1983_StatePlane_Michigan_Central_FIPS_2112,9001,4269,12142,9802,1,0,4499,8821,43.31666666666667,9110,8822,-84.36666666666666,9110,8823,45.7,9110,8824,44.18333333333333,9110,8826,6000000,9001,8827,0,9001,,,
26990,NAD_1983_StatePlane_Michigan_South_FIPS_2113,9001,4269,12143,9802,1,0,4499,8821,41.5,9110,8822,-84.36666666666666,9110,8823,43.66666666666666,9110,8824,42.06666666666667,9110,8826,4000000,9001,8827,0,9001,,,
26991,NAD_1983_StatePlane_Minnesota_North_FIPS_2201,9001,4269,12231,9802,1,0,4499,8821,46.5,9110,8822,-93.1,9110,8823,48.63333333333333,9110,8824,47.03333333333333,9110,8826,800000,9001,8827,100000,9001,,,
26992,NAD_1983_StatePlane_Minnesota_Central_FIPS_2202,9001,4269,12232,9802,1,0,4499,8821,45,9110,8822,-94.25,9110,8823,47.05,9110,8824,45.61666666666667,9110,8826,800000,9001,8827,100000,9001,,,
26993,NAD_1983_StatePlane_Minnesota_South_FIPS_2203,9001,4269,12233,9802,1,0,4499,8821,43,9110,8822,-94,9110,8823,45.21666666666667,9110,8824,43.78333333333333,9110,8826,800000,9001,8827,100000,9001,,,
26994,NAD_1983_StatePlane_Mississippi_East_FIPS_2301,9001,4269,12331,9807,1,0,4499,8801,29.3,9110,8802,-88.5,9110,8805,0.99995,9201,8806,300000,9001,8807,0,9001,,,,,,
26995,NAD_1983_StatePlane_Mississippi_West_FIPS_2302,9001,4269,12332,9807,1,0,4499,8801,29.3,9110,8802,-90.33333333333333,9110,8805,0.99995,9201,8806,700000,9001,8807,0,9001,,,,,,
26996,NAD_1983_StatePlane_Missouri_East_FIPS_2401,9001,4269,12431,9807,1,0,4499,8801,35.83333333333334,9110,8802,-90.5,9110,8805,0.9999333333333333,9201,8806,250000,9001,8807,0,9001,,,,,,
26997,NAD_1983_StatePlane_Missouri_Central_FIPS_2402,9001,4269,12432,9807,1,0,4499,8801,35.83333333333334,9110,8802,-92.5,9110,8805,0.9999333333333333,9201,8806,500000,9001,8807,0,9001,,,,,,
26998,NAD_1983_StatePlane_Missouri_West_FIPS_2403,9001,4269,12433,9807,1,0,4499,8801,36.16666666666666,9110,8802,-94.5,9110,8805,0.9999411764705882,9201,8806,850000,9001,8807,0,9001,,,,,,
27037,Nahrwan_1967_UTM_Zone_37N,9001,4270,16037,9807,1,0,4400,8801,0,9102,8802,39,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27038,Nahrwan_1967_UTM_Zone_38N,9001,4270,16038,9807,1,0,4400,8801,0,9102,8802,45,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27039,Nahrwan_1967_UTM_Zone_39N,9001,4270,16039,9807,1,0,4400,8801,0,9102,8802,51,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27040,Nahrwan_1967_UTM_Zone_40N,9001,4270,16040,9807,1,0,4400,8801,0,9102,8802,57,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27120,Naparima_1972_UTM_Zone_20N,9001,4271,16020,9807,1,0,4400,8801,0,9102,8802,-63,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27200,GD_1949_New_Zealand_Map_Grid,9001,4272,19917,9811,1,0,4400,8801,-41,9102,8802,173,9102,8806,2510000,9001,8807,6023150,9001,,,,,,,,,
27205,NZGD_1949_Mount_Eden_Circuit,9001,4272,17901,9807,1,0,4500,8801,-36.87986527777778,9110,8802,174.7643393611111,9110,8805,0.9999,9201,8806,300000,9001,8807,700000,9001,,,,,,
27206,NZGD_1949_Bay_of_Plenty_Circuit,9001,4272,17902,9807,1,0,4500,8801,-37.76124980555556,9110,8802,176.46619725,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27207,NZGD_1949_Poverty_Bay_Circuit,9001,4272,17903,9807,1,0,4500,8801,-38.62470277777778,9110,8802,177.8856362777778,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27208,NZGD_1949_Hawkes_Bay_Circuit,9001,4272,17904,9807,1,0,4500,8801,-39.65092930555556,9110,8802,176.6736805277778,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27209,NZGD_1949_Taranaki_Circuit,9001,4272,17905,9807,1,0,4500,8801,-39.13575830555556,9110,8802,174.22801175,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27210,NZGD_1949_Tuhirangi_Circuit,9001,4272,17906,9807,1,0,4500,8801,-39.51247038888889,9110,8802,175.6400368055556,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27211,NZGD_1949_Wanganui_Circuit,9001,4272,17907,9807,1,0,4500,8801,-40.24194713888889,9110,8802,175.4880996111111,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27212,NZGD_1949_Wairarapa_Circuit,9001,4272,17908,9807,1,0,4500,8801,-40.92553263888889,9110,8802,175.6473496666667,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27213,NZGD_1949_Wellington_Circuit,9001,4272,17909,9807,1,0,4500,8801,-41.30131963888888,9110,8802,174.7766231111111,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27214,NZGD_1949_Collingwood_Circuit,9001,4272,17910,9807,1,0,4500,8801,-40.71475905555556,9110,8802,172.6720465,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27215,NZGD_1949_Nelson_Circuit,9001,4272,17911,9807,1,0,4500,8801,-41.27454472222222,9110,8802,173.2993168055556,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27216,NZGD_1949_Karamea_Circuit,9001,4272,17912,9807,1,0,4500,8801,-41.28991152777778,9110,8802,172.1090281944445,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27217,NZGD_1949_Buller_Circuit,9001,4272,17913,9807,1,0,4500,8801,-41.81080286111111,9110,8802,171.5812600555556,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27218,NZGD_1949_Grey_Circuit,9001,4272,17914,9807,1,0,4500,8801,-42.33369427777778,9110,8802,171.5497713055556,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27219,NZGD_1949_Amuri_Circuit,9001,4272,17915,9807,1,0,4500,8801,-42.68911658333333,9110,8802,173.0101333888889,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27220,NZGD_1949_Marlborough_Circuit,9001,4272,17916,9807,1,0,4500,8801,-41.54448666666666,9110,8802,173.8020741111111,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27221,NZGD_1949_Hokitika_Circuit,9001,4272,17917,9807,1,0,4500,8801,-42.88632236111111,9110,8802,170.9799935,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27222,NZGD_1949_Okarito_Circuit,9001,4272,17918,9807,1,0,4500,8801,-43.11012813888889,9110,8802,170.2609258333334,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27223,NZGD_1949_Jacksons_Bay_Circuit,9001,4272,17919,9807,1,0,4500,8801,-43.97780288888889,9110,8802,168.606267,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27224,NZGD_1949_Mount_Pleasant_Circuit,9001,4272,17920,9807,1,0,4500,8801,-43.59063758333333,9110,8802,172.7271935833333,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27225,NZGD_1949_Gawler_Circuit,9001,4272,17921,9807,1,0,4500,8801,-43.74871155555556,9110,8802,171.3607484722222,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27226,NZGD_1949_Timaru_Circuit,9001,4272,17922,9807,1,0,4500,8801,-44.40222036111111,9110,8802,171.0572508333333,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27227,NZGD_1949_Lindis_Peak_Circuit,9001,4272,17923,9807,1,0,4500,8801,-44.73526797222223,9110,8802,169.4677550833333,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27228,NZGD_1949_Mount_Nicholas_Circuit,9001,4272,17924,9807,1,0,4500,8801,-45.13290258333333,9110,8802,168.3986411944444,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27229,NZGD_1949_Mount_York_Circuit,9001,4272,17925,9807,1,0,4500,8801,-45.56372616666666,9110,8802,167.7388617777778,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27230,NZGD_1949_Observation_Point_Circuit,9001,4272,17926,9807,1,0,4500,8801,-45.81619661111111,9110,8802,170.6285951666667,9110,8805,1,9201,8806,300000,9001,8807,700000,9001,,,,,,
27231,NZGD_1949_North_Taieri_Circuit,9001,4272,17927,9807,1,0,4500,8801,-45.86151336111112,9110,8802,170.2825891111111,9110,8805,0.99996,9201,8806,300000,9001,8807,700000,9001,,,,,,
27232,NZGD_1949_Bluff_Circuit,9001,4272,17928,9807,1,0,4500,8801,-46.60000961111111,9110,8802,168.342872,9110,8805,1,9201,8806,300002.66,9001,8807,699999.58,9001,,,,,,
27258,NZGD_1949_UTM_Zone_58S,9001,4272,16158,9807,1,0,4400,8801,0,9102,8802,165,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
27259,NZGD_1949_UTM_Zone_59S,9001,4272,16159,9807,1,0,4400,8801,0,9102,8802,171,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
27260,NZGD_1949_UTM_Zone_60S,9001,4272,16160,9807,1,0,4400,8801,0,9102,8802,177,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
27291,New_Zealand_North_Island,9040,4272,18141,9807,1,0,4409,8801,-39,9110,8802,175.5,9110,8805,1,9201,8806,300000,9040,8807,400000,9040,,,,,,
27292,New_Zealand_South_Island,9040,4272,18142,9807,1,0,4409,8801,-44,9110,8802,171.5,9110,8805,1,9201,8806,500000,9040,8807,500000,9040,,,,,,
27391,NGO_1948_Oslo_Norway_Zone_1,9001,4817,18221,9807,1,0,4531,8801,58,9110,8802,-4.666666666666667,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27392,NGO_1948_Oslo_Norway_Zone_2,9001,4817,18222,9807,1,0,4531,8801,58,9110,8802,-2.333333333333334,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27393,NGO_1948_Oslo_Norway_Zone_3,9001,4817,18223,9807,1,0,4531,8801,58,9110,8802,0,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27394,NGO_1948_Oslo_Norway_Zone_4,9001,4817,18224,9807,1,0,4531,8801,58,9110,8802,2.5,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27395,NGO_1948_Oslo_Norway_Zone_5,9001,4817,18225,9807,1,0,4531,8801,58,9110,8802,6.166666666666667,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27396,NGO_1948_Oslo_Norway_Zone_6,9001,4817,18226,9807,1,0,4531,8801,58,9110,8802,10.16666666666667,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27397,NGO_1948_Oslo_Norway_Zone_7,9001,4817,18227,9807,1,0,4531,8801,58,9110,8802,14.16666666666667,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27398,NGO_1948_Oslo_Norway_Zone_8,9001,4817,18228,9807,1,0,4531,8801,58,9110,8802,18.33333333333333,9110,8805,1,9201,8806,0,9001,8807,0,9001,,,,,,
27429,Datum_73_UTM_Zone_29N,9001,4274,16029,9807,1,0,4400,8801,0,9102,8802,-9,9102,8805,0.9996,9201,8806,500000,9001,8807,0,9001,,,,,,
27492,Datum_73_Modified_Portuguese_Grid,9001,4274,19974,9807,1,1,4530,8801,39.66666666666666,9110,8802,-8.131906111111112,9110,8805,1,9201,8806,180.598,9001,8807,-86.99,9001,,,,,,
27493,Datum_73_Modified_Portuguese_Grid,9001,4274,19974,9807,1,0,4499,8801,39.66666666666666,9110,8802,-8.131906111111112,9110,8805,1,9201,8806,180.598,9001,8807,-86.99,9001,,,,,,
27500,Nord_de_Guerre,9001,4901,19903,9801,1,0,4499,8801,55,9105,8802,6,9105,8805,0.99950908,9201,8806,500000,9001,8807,300000,9001,,,,,,
27561,NTF_Paris_Lambert_Nord_France,9001,4807,18091,9801,1,0,4499,8801,55,9105,8802,0,9105,8805,0.999877341,9201,8806,600000,9001,8807,200000,9001,,,,,,
27562,NTF_Paris_Lambert_Centre_France,9001,4807,18092,9801,1,0,4499,8801,52,9105,8802,0,9105,8805,0.99987742,9201,8806,600000,9001,8807,200000,9001,,,,,,
27563,NTF_Paris_Lambert_Sud_France,9001,4807,18093,9801,1,0,4499,8801,49,9105,8802,0,9105,8805,0.999877499,9201,8806,600000,9001,8807,200000,9001,,,,,,
27564,NTF_Paris_Lambert_Corse,9001,4807,18094,9801,1,0,4499,8801,46.85,9105,8802,0,9105,8805,0.99994471,9201,8806,234.358,9001,8807,185861.369,9001,,,,,,
27571,NTF_Paris_Lambert_Zone_I,9001,4807,18081,9801,1,0,4499,8801,55,9105,8802,0,9105,8805,0.999877341,9201,8806,600000,9001,8807,1200000,9001,,,,,,
27572,NTF_Paris_Lambert_Zone_II,9001,4807,18082,9801,1,0,4499,8801,52,9105,8802,0,9105,8805,0.99987742,9201,8806,600000,9001,8807,2200000,9001,,,,,,
27573,NTF_Paris_Lambert_Zone_III,9001,4807,18083,9801,1,0,4499,8801,49,9105,8802,0,9105,8805,0.999877499,9201,8806,600000,9001,8807,3200000,9001,,,,,,
27574,NTF_Paris_Lambert_Zone_IV,9001,4807,18084,9801,1,0,4499,8801,46.85,9105,8802,0,9105,8805,0.99994471,9201,8806,234.358,9001,8807,4185861.369,9001,,,,,,
27581,NTF_Paris_France_I,9001,4807,18081,9801,1,1,4499,8801,55,9105,8802,0,9105,8805,0.999877341,9201,8806,600000,9001,8807,1200000,9001,,,,,,
27582,NTF_Paris_France_II,9001,4807,18082,9801,1,1,4499,8801,52,9105,8802,0,9105,8805,0.99987742,9201,8806,600000,9001,8807,2200000,9001,,,,,,
27583,NTF_Paris_France_III,9001,4807,18083,9801,1,1,4499,8801,49,9105,8802,0,9105,8805,0.999877499,9201,8806,600000,9001,8807,3200000,9001,,,,,,
27584,NTF_Paris_France_IV,9001,4807,18084,9801,1,1,4499,8801,46.85,9105,8802,0,9105,8805,0.99994471,9201,8806,234.358,9001,8807,4185861.369,9001,,,,,,
27591,NTF_Paris_Nord_France,9001,4807,18091,9801,1,1,4499,8801,55,9105,8802,0,9105,8805,0.999877341,9201,8806,600000,9001,8807,200000,9001,,,,,,
27592,NTF_Paris_Centre_France,9001,4807,18092,9801,1,1,4499,8801,52,9105,8802,0,9105,8805,0.99987742,9201,8806,600000,9001,8807,200000,9001,,,,,,
27593,NTF_Paris_Sud_France,9001,4807,18093,9801,1,1,4499,8801,49,9105,8802,0,9105,8805,0.999877499,9201,8806,600000,9001,8807,200000,9001,,,,,,
27594,NTF_Paris_Corse,9001,4807,18094,9801,1,1,4499,8801,46.85,9105,8802,0,9105,8805,0.99994471,9201,8806,234.358,9001,8807,185861.369,9001,,,,,,
27700,British_National_Grid,9001,4277,19916,9807,1,0,4400,8801,49,9102,8802,-2,9102,8805,0.9996012717,9201,8806,400000,9001,8807,-100000,9001,,,,,,
28191,Palestine_1923_Palestine_Grid,9001,4281,18201,9806,1,0,4400,8801,31.73409694444445,9110,8802,35.21208055555556,9110,8806,170251.555,9001,8807,126867.909,9001,,,,,,,,,
28192,Palestine_1923_Palestine_Belt,9001,4281,18202,9807,1,0,4400,8801,31.73409694444445,9110,8802,35.21208055555556,9110,8805,1,9201,8806,170251.555,9001,8807,1126867.909,9001,,,,,,
28193,Palestine_1923_Israel_CS_Grid,9001,4281,18203,9806,1,0,4400,8801,31.73409694444445,9110,8802,35.21208055555556,9110,8806,170251.555,9001,8807,1126867.909,9001,,,,,,,,,
28232,Pointe_Noire_UTM_Zone_32S,9001,4282,16132,9807,1,0,4400,8801,0,9102,8802,9,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28348,GDA_1994_MGA_Zone_48,9001,4283,17348,9807,1,1,4400,8801,0,9102,8802,105,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28349,GDA_1994_MGA_Zone_49,9001,4283,17349,9807,1,0,4400,8801,0,9102,8802,111,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28350,GDA_1994_MGA_Zone_50,9001,4283,17350,9807,1,0,4400,8801,0,9102,8802,117,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28351,GDA_1994_MGA_Zone_51,9001,4283,17351,9807,1,0,4400,8801,0,9102,8802,123,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28352,GDA_1994_MGA_Zone_52,9001,4283,17352,9807,1,0,4400,8801,0,9102,8802,129,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28353,GDA_1994_MGA_Zone_53,9001,4283,17353,9807,1,0,4400,8801,0,9102,8802,135,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28354,GDA_1994_MGA_Zone_54,9001,4283,17354,9807,1,0,4400,8801,0,9102,8802,141,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28355,GDA_1994_MGA_Zone_55,9001,4283,17355,9807,1,0,4400,8801,0,9102,8802,147,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28356,GDA_1994_MGA_Zone_56,9001,4283,17356,9807,1,0,4400,8801,0,9102,8802,153,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28357,GDA_1994_MGA_Zone_57,9001,4283,17357,9807,1,0,4400,8801,0,9102,8802,159,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28358,GDA_1994_MGA_Zone_58,9001,4283,17358,9807,1,0,4400,8801,0,9102,8802,165,9102,8805,0.9996,9201,8806,500000,9001,8807,10000000,9001,,,,,,
28402,Pulkovo_1942_GK_Zone_2,9001,4284,16202,9807,1,1,4530,8801,0,9102,8802,9,9102,8805,1,9201,8806,2500000,9001,8807,0,9001,,,,,,
28403,Pulkovo_1942_GK_Zone_3,9001,4284,16203,9807,1,1,4530,8801,0,9102,8802,15,9102,8805,1,9201,8806,3500000,9001,8807,0,9001,,,,,,
28404,Pulkovo_1942_GK_Zone_4,9001,4284,16204,9807,1,0,4530,8801,0,9102,8802,21,9102,8805,1,9201,8806,4500000,9001,8807,0,9001,,,,,,
28405,Pulkovo_1942_GK_Zone_5,9001,4284,16205,9807,1,0,4530,8801,0,9102,8802,27,9102,8805,1,9201,8806,5500000,9001,8807,0,9001,,,,,,
28406,Pulkovo_1942_GK_Zone_6,9001,4284,16206,9807,1,0,4530,8801,0,9102,8802,33,9102,8805,1,9201,8806,6500000,9001,8807,0,9001,,,,,,
28407,Pulkovo_1942_GK_Zone_7,9001,4284,16207,9807,1,0,4530,8801,0,9102,8802,39,9102,8805,1,9201,8806,7500000,9001,8807,0,9001,,,,,,
28408,Pulkovo_1942_GK_Zone_8,9001,4284,16208,9807,1,0,4530,8801,0,9102,8802,45,9102,8805,1,9201,8806,8500000,9001,8807,0,9001,,,,,,
28409,Pulkovo_1942_GK_Zone_9,9001,4284,16209,9807,1,0,4530,8801,0,9102,8802,51,9102,8805,1,9201,8806,9500000,9001,8807,0,9001,,,,,,
28410,Pulkovo_1942_GK_Zone_10,9001,4284,16210,9807,1,0,4530,8801,0,9102,8802,57,9102,8805,1,9201,8806,10500000,9001,8807,0,9001,,,,,,
28411,Pulkovo_1942_GK_Zone_11,9001,4284,16211,9807,1,0,4530,8801,0,9102,8802,63,9102,8805,1,9201,8806,11500000,9001,8807,0,9001,,,,,,
28412,Pulkovo_1942_GK_Zone_12,9001,4284,16212,9807,1,0,4530,8801,0,9102,8802,69,9102,8805,1,9201,8806,12500000,9001,8807,0,9001,,,,,,
28413,Pulkovo_1942_GK_Zone_13,9001,4284,16213,9807,1,0,4530,8801,0,9102,8802,75,9102,8805,1,9201,8806,13500000,9001,8807,0,9001,,,,,,
28414,Pulkovo_1942_GK_Zone_14,9001,4284,16214,9807,1,0,4530,8801,0,9102,8802,81,9102,8805,1,9201,8806,14500000,9001,8807,0,9001,,,,,,
28415,Pulkovo_1942_GK_Zone_15,9001,4284,16215,9807,1,0,4530,8801,0,9102,8802,87,9102,8805,1,9201,8806,15500000,9001,8807,0,9001,,,,,,
28416,Pulkovo_1942_GK_Zone_16,9001,4284,16216,9807,1,0,4530,8801,0,9102,8802,93,9102,8805,1,9201,8806,16500000,9001,8807,0,9001,,,,,,
28417,Pulkovo_1942_GK_Zone_17,9001,4284,16217,9807,1,0,4530,8801,0,9102,8802,99,9102,8805,1,9201,8806,17500000,9001,8807,0,9001,,,,,,
28418,Pulkovo_1942_GK_Zone_18,9001,4284,16218,9807,1,0,4530,8801,0,9102,8802,105,9102,8805,1,9201,8806,18500000,9001,8807,0,9001,,,,,,
28419,Pulkovo_1942_GK_Zone_19,9001,4284,16219,9807,1,0,4530,8801,0,9102,8802,111,9102,8805,1,9201,8806,19500000,9001,8807,0,9001,,,,,,
28420,Pulkovo_1942_GK_Zone_20,9001,4284,16220,9807,1,0,4530,8801,0,9102,8802,117,9102,8805,1,9201,8806,20500000,9001,8807,0,9001,,,,,,
28421,Pulkovo_1942_GK_Zone_21,9001,4284,16221,9807,1,0,4530,8801,0,9102,8802,123,9102,8805,1,9201,8806,21500000,9001,8807,0,9001,,,,,,
28422,Pulkovo_1942_GK_Zone_22,9001,4284,16222,9807,1,0,4530,8801,0,9102,8802,129,9102,8805,1,9201,8806,22500000,9001,8807,0,9001,,,,,,
28423,Pulkovo_1942_GK_Zone_23,9001,4284,16223,9807,1,0,4530,8801,0,9102,8802,135,9102,8805,1,9201,8806,23500000,9001,8807,0,9001,,,,,,
28424,Pulkovo_1942_GK_Zone_24,9001,4284,16224,9807,1,0,4530,8801,0,9102,8802,141,9102,8805,1,9201,8806,24500000,9001,8807,0,9001,,,,,,
28425,Pulkovo_1942_GK_Zone_25,9001,4284,16225,9807,1,0,4530,8801,0,9102,8802,147,9102,8805,1,9201,8806,25500000,9001,8807,0,9001,,,,,,
28426,Pulkovo_1942_GK_Zone_26,9001,4284,16226,9807,1,0,4530,8801,0,9102,8802,153,9102,8805,1,9201,8806,26500000,9001,8807,0,9001,,,,,,
28427,Pulkovo_1942_GK_Zone_27,9001,4284,16227,9807,1,0,4530,8801,0,9102,8802,159,9102,8805,1,9201,8806,27500000,9001,8807,0,9001,,,,,,
